role,video_id,scenario,method,horizon_ms,source_count,reference_count,reference_without_output,penalized_rmse,penalized_p95_frame_rmse,conditional_output_rmse,output_count,prediction_count,fallback_count,no_output_count,deadline_miss_count,output_coverage,prediction_coverage,on_time_prediction_rate_all_sources,reasons,remaining_lookahead_p05_ms,candidate_ready_latency_p50_ms,candidate_ready_latency_p95_ms,candidate_ready_latency_max_ms,prediction_queue_p95_ms,per_channel_jump_p95,per_channel_jump_max,reference_transition_count,matched_transitions,missed_transitions,unmatched_prediction_transitions,transition_lag_median_ms,transition_abs_lag_p95_ms
development_validation,V2,nominal,linear_pose_w8,50,300,298,0,0.023275280631089936,0.04569453920721664,0.023275280631089936,300,294,6,0,1,1.0,0.98,0.98,"{""history_warmup"": 5, ""deadline_miss"": 1}",8.603979998224531,37.52755000095931,41.39602000177547,54.4891000026837,0.0,"[0.08323404372698236, 0.08718694054430463, 0.0918713338195097, 0.07908110675585302, 0.01573122397072994, 0.012536740703105186, 0.022724043748978382, 0.018881730370130648, 0.015380997784378328]","[0.23639711103782635, 0.26720148843042335, 0.2947503685985012, 0.25044568244169707, 0.2515989213180516, 0.26642824852795444, 0.2808516527898117, 0.36108980063185253, 0.2497154881841715]",4,4,0,1,0.0,0.0
development_validation,V2,nominal,linear_pose_w8,100,300,296,0,0.04840865111288035,0.09058318331354584,0.04840865111288035,300,295,5,0,0,1.0,0.9833333333333333,0.9833333333333333,"{""history_warmup"": 5}",58.603979998224524,37.52755000095931,41.39602000177547,54.4891000026837,0.0,"[0.08671118900141904, 0.08805847230438897, 0.09046120927085105, 0.08008060494250475, 0.014792373558746711, 0.014514627749378234, 0.014006293419432122, 0.013178888505413327, 0.014256626023327602]","[0.26836714155166175, 0.2795057331523239, 0.28569573664100467, 0.24695577872734958, 0.29622567422277224, 0.3038515162137454, 0.3196020115313787, 0.43308703996369347, 0.23812098549781935]",4,4,0,1,32.01666666666688,32.06166666666668
development_validation,V2,nominal,linear_pose_w8,150,300,295,0,0.06324071623955514,0.12021708247905566,0.06324071623955514,300,295,5,0,0,1.0,0.9833333333333333,0.9833333333333333,"{""history_warmup"": 5}",108.60397999822453,37.52755000095931,41.39602000177547,54.4891000026837,0.0,"[0.0803926648067999, 0.08402055591081131, 0.08903814648228311, 0.0758404135500984, 0.013028370463405077, 0.012743479467542606, 0.015458899079307264, 0.014360105840560161, 0.011013792577783944]","[0.3071920461562385, 0.27451102755692813, 0.30627491128461865, 0.28279903468617823, 0.340205349219991, 0.3374248976823422, 0.38489458738056936, 0.5044962795984722, 0.25]",4,4,0,1,47.916666666666515,91.14666666666548
development_validation,V2,jitter_drop,hold_channels,50,300,298,17,0.24132072490701803,1.0,0.03550531494248137,283,283,0,17,0,0.9433333333333334,0.9433333333333334,0.9433333333333334,"{""source_drop"": 17}",6.3711999974475475,33.41579999847454,43.62880000255245,45.391699997271644,0.0,"[0.09826666528417868, 0.11102931662264795, 0.10851383685313724, 0.10476113182204333, 0.013837974464322295, 0.013431404447618202, 0.011407265412663287, 0.010703758870472096, 0.015379707767224674]","[0.19486588459491408, 0.23188839695138236, 0.2640845493735399, 0.22298263102510374, 0.22072803554023473, 0.2388240730733407, 0.24202032473715365, 0.3331762851403967, 0.21723827035508428]",4,3,1,18,32.066666666666606,32.09666666666699
development_validation,V2,jitter_drop,hold_channels,100,300,296,17,0.24908594937673809,1.0,0.06994539120209756,283,283,0,17,0,0.9433333333333334,0.9433333333333334,0.9433333333333334,"{""source_drop"": 17}",56.37119999744755,33.41579999847454,43.62880000255245,45.391699997271644,0.0,"[0.09826666528417868, 0.11102931662264795, 0.10851383685313724, 0.10476113182204333, 0.013837974464322295, 0.013431404447618202, 0.011407265412663287, 0.010703758870472096, 0.015379707767224674]","[0.19486588459491408, 0.23188839695138236, 0.2640845493735399, 0.22298263102510374, 0.22072803554023473, 0.2388240730733407, 0.24202032473715365, 0.3331762851403967, 0.21723827035508428]",4,3,1,18,96.10000000000036,110.32000000000053
development_validation,V2,jitter_drop,hold_channels,150,300,295,17,0.254657613402376,1.0,0.08755055104657182,283,283,0,17,0,0.9433333333333334,0.9433333333333334,0.9433333333333334,"{""source_drop"": 17}",106.37119999744755,33.41579999847454,43.62880000255245,45.391699997271644,0.0,"[0.09826666528417868, 0.11102931662264795, 0.10851383685313724, 0.10476113182204333, 0.013837974464322295, 0.013431404447618202, 0.011407265412663287, 0.010703758870472096, 0.015379707767224674]","[0.19486588459491408, 0.23188839695138236, 0.2640845493735399, 0.22298263102510374, 0.22072803554023473, 0.2388240730733407, 0.24202032473715365, 0.3331762851403967, 0.21723827035508428]",4,3,1,18,128.03333333333376,142.22333333333353
development_validation,V2,jitter_drop,hold_pose,50,300,298,17,0.24122488763481012,1.0,0.03480781150819381,283,193,90,17,90,0.9433333333333334,0.6433333333333333,0.6433333333333333,"{""deadline_miss"": 90, ""source_drop"": 17}",-8.54060999910871,47.99149999758811,58.54060999910871,98.82269999754499,0.0,"[0.1107331451951033, 0.12080127635057725, 0.12165831239880423, 0.11171337831447213, 0.013837974464322295, 0.013431404447618202, 0.011407265412663287, 0.010703758870472096, 0.0162531115559128]","[0.2349700455995487, 0.26514512059748585, 0.2640845493735399, 0.22548910882893902, 0.16466431299882034, 0.17310643438304157, 0.2227181519153929, 0.3579307902323704, 0.23686443276417943]",4,4,0,5,15.950000000000273,32.0416666666667
development_validation,V2,jitter_drop,hold_pose,100,300,296,17,0.24941467334072176,1.0,0.07117732579103836,283,283,0,17,0,0.9433333333333334,0.9433333333333334,0.9433333333333334,"{""source_drop"": 17}",41.45939000089129,47.99149999758811,58.54060999910871,98.82269999754499,0.0,"[0.1107331451951033, 0.12080127635057725, 0.11892178669260023, 0.09700498028594218, 0.013837974464322295, 0.013431404447618202, 0.011407265412663287, 0.010703758870472096, 0.0162531115559128]","[0.2349700455995487, 0.26514512059748585, 0.24281462241145865, 0.22548910882893902, 0.16466431299882034, 0.17732499273912725, 0.2227181519153929, 0.3579307902323704, 0.23686443276417943]",4,4,0,0,64.0666666666666,77.61999999999998
development_validation,V2,jitter_drop,hold_pose,150,300,295,17,0.2552615693885573,1.0,0.0893974292272617,283,283,0,17,0,0.9433333333333334,0.9433333333333334,0.9433333333333334,"{""source_drop"": 17}",91.45939000089129,47.99149999758811,58.54060999910871,98.82269999754499,0.0,"[0.1107331451951033, 0.12080127635057725, 0.11892178669260023, 0.09700498028594218, 0.013837974464322295, 0.013431404447618202, 0.011407265412663287, 0.010703758870472096, 0.0162531115559128]","[0.2349700455995487, 0.26514512059748585, 0.24281462241145865, 0.22548910882893902, 0.16466431299882034, 0.17732499273912725, 0.2227181519153929, 0.3579307902323704, 0.23686443276417943]",4,4,0,0,103.9333333333334,125.66999999999871
development_validation,V2,jitter_drop,linear_pose_w2,50,300,298,17,0.23987330180558014,1.0,0.022847309496480527,283,170,113,17,80,0.9433333333333334,0.5666666666666667,0.5666666666666667,"{""history_warmup"": 33, ""deadline_miss"": 80, ""source_drop"": 17}",-8.178720000360045,47.503200001083314,58.178720000360045,65.13030000089202,0.0,"[0.08737121203442588, 0.09436837775635736, 0.09030036405506522, 0.08331420914277579, 0.021410459566257523, 0.019789147593367425, 0.023969114733280943, 0.021357571229009227, 0.015612706272846893]","[0.410808877669805, 0.370340471471162, 0.41857790051775623, 0.39545159155641174, 0.25646064659791207, 0.2705999677363856, 0.2841027601030126, 0.3984739672336255, 0.25]",4,4,0,18,15.950000000000273,32.0416666666667
development_validation,V2,jitter_drop,linear_pose_w2,100,300,296,17,0.24266083222622062,1.0,0.03924679431374955,283,250,33,17,0,0.9433333333333334,0.8333333333333334,0.8333333333333334,"{""history_warmup"": 33, ""source_drop"": 17}",41.82127999963986,47.503200001083314,58.178720000360045,65.13030000089202,0.0,"[0.0969143116979478, 0.09146171335061808, 0.10244434317432072, 0.09369763397466639, 0.046764755505356685, 0.04470087525532128, 0.048749451703221675, 0.03880867506613206, 0.014993921349743084]","[0.45227130652781833, 0.4102668403332297, 0.4411921335898007, 0.4103361228648204, 0.2573989704592502, 0.273453920792214, 0.271638205704943, 0.3800002313972066, 0.25]",4,4,0,18,0.0,0.0
development_validation,V2,jitter_drop,linear_pose_w2,150,300,295,17,0.24610661408703244,1.0,0.05586782067980894,283,250,33,17,0,0.9433333333333334,0.8333333333333334,0.8333333333333334,"{""history_warmup"": 33, ""source_drop"": 17}",91.82127999963987,47.503200001083314,58.178720000360045,65.13030000089202,0.0,"[0.09620345243082729, 0.09171806146853537, 0.10472241498546839, 0.09490646749533549, 0.05660729343224927, 0.05354781017130222, 0.06257678073555287, 0.05520045883256793, 0.015748001978503148]","[0.5043207576308251, 0.4758803510271281, 0.5084942170296071, 0.5039254194441344, 0.354332019827053, 0.35193691593910176, 0.3894949697085778, 0.5341155167399481, 0.21359427821484556]",4,4,0,18,15.983333333332666,31.9949999999998
development_validation,V2,jitter_drop,linear_pose_w4,50,300,298,17,0.2401065018994717,1.0,0.025312102503289018,283,142,141,17,73,0.9433333333333334,0.47333333333333333,0.47333333333333333,"{""history_warmup"": 68, ""deadline_miss"": 73, ""source_drop"": 17}",-8.374139997540624,46.677433331097745,58.374139997540624,64.67400000066846,0.0,"[0.07276952897794761, 0.10492796018030835, 0.12145525454587693, 0.1151204198753724, 0.014682509678025773, 0.013232587382204243, 0.011871906043021414, 0.011774467281184973, 0.016752160118871793]","[0.37383208186407535, 0.3338076696578637, 0.3712875746264112, 0.34250803149637643, 0.3011243723382271, 0.304754581537803, 0.3464716950396423, 0.46805969084405524, 0.25]",4,4,0,18,15.950000000000273,32.0416666666667
development_validation,V2,jitter_drop,linear_pose_w4,100,300,296,17,0.2450910691569466,1.0,0.05289507858436825,283,215,68,17,0,0.9433333333333334,0.7166666666666667,0.7166666666666667,"{""history_warmup"": 68, ""source_drop"": 17}",41.625860002459376,46.677433331097745,58.374139997540624,64.67400000066846,0.0,"[0.06727731288093639, 0.07342616890605255, 0.06238097392030562, 0.05716120575917931, 0.02084394059762563, 0.019973977255600895, 0.01825992806890827, 0.01756078113856489, 0.009443243780955655]","[0.34155912191107907, 0.400491454339388, 0.42855871846782695, 0.41609992446900046, 0.3051983624891096, 0.3111576269201996, 0.335034065713558, 0.4474248583504772, 0.23716976507902132]",4,4,0,18,0.0,27.228333333333683
development_validation,V2,jitter_drop,linear_pose_w4,150,300,295,17,0.24935211253817463,1.0,0.06948061237887013,283,215,68,17,0,0.9433333333333334,0.7166666666666667,0.7166666666666667,"{""history_warmup"": 68, ""source_drop"": 17}",91.62586000245938,46.677433331097745,58.374139997540624,64.67400000066846,0.0,"[0.051192389569897745, 0.04586913279974999, 0.051336021169338886, 0.048466616453344484, 0.025524497905269863, 0.024345833224529104, 0.020792662493282866, 0.02140360802989663, 0.00570748306013276]","[0.3603940565799743, 0.31930987003884814, 0.345839657347213, 0.32131796024733905, 0.34298042811222273, 0.33997731296240025, 0.3882595996857022, 0.5193800902821689, 0.24665607198384526]",4,4,0,18,31.949999999999818,59.17166666666552
development_validation,V2,jitter_drop,linear_pose_w8,50,300,298,17,0.24060748374607988,1.0,0.02993495011083259,283,106,177,17,46,0.9433333333333334,0.35333333333333333,0.35333333333333333,"{""history_warmup"": 131, ""deadline_miss"": 46, ""source_drop"": 17}",-7.787649997699191,42.76060000076541,57.78764999769919,65.47390000152518,0.0,"[0.1107331451951033, 0.13869214863004128, 0.11963839924714705, 0.1105241102770349, 0.01601123236150073, 0.015084289053309245, 0.014729168900243332, 0.013721015143045832, 0.01990199185253301]","[0.24798050367337235, 0.23188839695138236, 0.2640845493735399, 0.22864361526277593, 0.2510937257460281, 0.2664958517908273, 0.2749635878610222, 0.35971502884713485, 0.2497154881841715]",4,4,0,18,15.950000000000273,32.0416666666667
development_validation,V2,jitter_drop,linear_pose_w8,100,300,296,17,0.24679954954143038,1.0,0.06074109889627568,283,152,131,17,0,0.9433333333333334,0.5066666666666667,0.5066666666666667,"{""history_warmup"": 131, ""source_drop"": 17}",42.21235000230081,42.76060000076541,57.78764999769919,65.47390000152518,0.0,"[0.08541674988840126, 0.08662255333885986, 0.08858276213964612, 0.08174596834248415, 0.014898471151791373, 0.014675896788033906, 0.01607551467990059, 0.013110342818067488, 0.015273189374147395]","[0.35709074966866927, 0.31692069695770847, 0.34008734404289787, 0.30520119577075766, 0.29622567422277224, 0.3038515162137454, 0.3196020115313787, 0.43308703996369347, 0.23812098549781935]",4,4,0,18,64.05000000000018,109.52000000000052
development_validation,V2,jitter_drop,linear_pose_w8,150,300,295,17,0.25187212011476057,1.0,0.07853587465271429,283,152,131,17,0,0.9433333333333334,0.5066666666666667,0.5066666666666667,"{""history_warmup"": 131, ""source_drop"": 17}",92.21235000230081,42.76060000076541,57.78764999769919,65.47390000152518,0.0,"[0.06797047204496531, 0.08815040929741051, 0.09740851323922335, 0.08463381241054946, 0.01770063806095943, 0.017360924522032455, 0.017172770999925858, 0.014311672880139889, 0.015094180159657834]","[0.46624779359414337, 0.41346930986382746, 0.4441822111363638, 0.398188480155794, 0.340205349219991, 0.3374248976823422, 0.38489458738056936, 0.5044962795984722, 0.25]",4,4,0,18,111.99999999999955,141.4350000000002
development_validation,V2,compute_load,hold_channels,50,300,298,286,0.9796663356801795,1.0,0.01903181761098365,12,0,12,288,209,0.04,0.0,0.0,"{""deadline_miss"": 209, ""baseline_queue_replaced"": 91}",-65.05326665775132,99.60343333109824,115.05326665775132,130.14799999815273,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4,0,4,0,,
development_validation,V2,compute_load,hold_channels,100,300,296,90,0.5542016483498796,1.0,0.06658384895499081,209,105,104,91,104,0.6966666666666667,0.35,0.35,"{""deadline_miss"": 104, ""baseline_queue_replaced"": 91}",-15.053266657751328,99.60343333109824,115.05326665775132,130.14799999815273,0.0,"[0.06764078947631531, 0.11964786179128517, 0.1369942349866369, 0.10187198362239047, 0.029795230805809203, 0.0246789676077247, 0.041961738741845736, 0.06923616446343493, 0.020192433878899838]","[0.23359550282820518, 0.3284857874467819, 0.27065727314227805, 0.2570183831804926, 0.11612468213392971, 0.13477200270230996, 0.14203390985202421, 0.2677773861138417, 0.16885635022548498]",4,0,4,88,,
development_validation,V2,compute_load,hold_channels,150,300,295,90,0.5567581642412962,1.0,0.08392789493992805,209,209,0,91,0,0.6966666666666667,0.6966666666666667,0.6966666666666667,"{""baseline_queue_replaced"": 91}",34.94673334224867,99.60343333109824,115.05326665775132,130.14799999815273,0.0,"[0.06764078947631531, 0.11964786179128517, 0.1369942349866369, 0.10187198362239047, 0.029795230805809203, 0.0246789676077247, 0.041961738741845736, 0.06923616446343493, 0.020192433878899838]","[0.23359550282820518, 0.3284857874467819, 0.27065727314227805, 0.2570183831804926, 0.11612468213392971, 0.13477200270230996, 0.14203390985202421, 0.2677773861138417, 0.16885635022548498]",4,0,4,88,,
development_validation,V2,compute_load,hold_pose,50,300,298,286,0.9796663356801795,1.0,0.01903181761098365,12,0,12,288,209,0.04,0.0,0.0,"{""deadline_miss"": 112, ""history_reset_before_ready"": 91, ""baseline_queue_replaced"": 91, ""prediction_queue_replaced"": 6}",-117.21682002383959,139.40276669238028,167.21682002383957,201.4329000233265,45.66073004777717,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4,0,4,0,,
development_validation,V2,compute_load,hold_pose,100,300,296,90,0.5542016483498796,1.0,0.06658384895499081,209,1,208,91,202,0.6966666666666667,0.0033333333333333335,0.0033333333333333335,"{""deadline_miss"": 111, ""history_reset_before_ready"": 91, ""baseline_queue_replaced"": 91, ""prediction_queue_replaced"": 6}",-67.21682002383959,139.40276669238028,167.21682002383957,201.4329000233265,45.66073004777717,"[0.06764078947631531, 0.11964786179128517, 0.1369942349866369, 0.10187198362239047, 0.029795230805809203, 0.0246789676077247, 0.041961738741845736, 0.06923616446343493, 0.020192433878899838]","[0.23359550282820518, 0.3284857874467819, 0.27065727314227805, 0.2570183831804926, 0.11612468213392971, 0.13477200270230996, 0.14203390985202421, 0.2677773861138417, 0.16885635022548498]",4,0,4,88,,
development_validation,V2,compute_load,hold_pose,150,300,295,90,0.5569499499977657,1.0,0.0857394751200475,209,99,110,91,51,0.6966666666666667,0.33,0.33,"{""history_reset_before_ready"": 91, ""baseline_queue_replaced"": 91, ""deadline_miss"": 13, ""prediction_queue_replaced"": 6}",-17.216820023839592,139.40276669238028,167.21682002383957,201.4329000233265,45.66073004777717,"[0.09811649774882457, 0.0915139433136734, 0.09642220307163432, 0.08890693542383439, 0.009523111944149705, 0.009282469924549182, 0.010072852862173517, 0.007643954506867341, 0.015676111661978426]","[0.1627425196936462, 0.18731507277922235, 0.21837211190470884, 0.22548910882893902, 0.16466431299882034, 0.17310643438304157, 0.2227181519153929, 0.3579307902323704, 0.23686443276417943]",4,1,3,13,111.89999999999964,111.89999999999964
development_validation,V2,compute_load,linear_pose_w2,50,300,298,286,0.9796663356801795,1.0,0.01903181761098365,12,0,12,288,199,0.04,0.0,0.0,"{""history_warmup"": 173, ""baseline_queue_replaced"": 91, ""deadline_miss"": 11, ""history_reset_before_ready"": 25}",-78.65349331933467,102.20339998803593,128.65349331933467,143.9195999971705,2.346200000436509,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4,0,4,0,,
development_validation,V2,compute_load,linear_pose_w2,100,300,296,90,0.5542016483498796,1.0,0.06658384895499081,209,2,207,91,34,0.6966666666666667,0.006666666666666667,0.006666666666666667,"{""history_warmup"": 173, ""baseline_queue_replaced"": 91, ""history_reset_before_ready"": 25, ""deadline_miss"": 9}",-28.653493319334665,102.20339998803593,128.65349331933467,143.9195999971705,2.346200000436509,"[0.06764078947631531, 0.11964786179128517, 0.1369942349866369, 0.10187198362239047, 0.029795230805809203, 0.0246789676077247, 0.041961738741845736, 0.06923616446343493, 0.020192433878899838]","[0.23359550282820518, 0.3284857874467819, 0.27065727314227805, 0.2570183831804926, 0.11612468213392971, 0.13477200270230996, 0.14203390985202421, 0.2677773861138417, 0.16885635022548498]",4,0,4,88,,
development_validation,V2,compute_load,linear_pose_w2,150,300,295,90,0.5567049674157923,1.0,0.08341854855730176,209,11,198,91,0,0.6966666666666667,0.03666666666666667,0.03666666666666667,"{""history_warmup"": 173, ""baseline_queue_replaced"": 91, ""history_reset_before_ready"": 25}",21.346506680665335,102.20339998803593,128.65349331933467,143.9195999971705,2.346200000436509,"[0.14534143214060044, 0.1210940804761739, 0.13860751205018168, 0.1319279404125415, 0.05170357299915335, 0.04759199353076565, 0.050680799283350376, 0.05644288576066593, 0.02720999942828076]","[0.23359550282820518, 0.3284857874467819, 0.27065727314227805, 0.2570183831804926, 0.13851858622800411, 0.15908507508464081, 0.14203390985202421, 0.2677773861138417, 0.1558905476014919]",4,0,4,88,,
development_validation,V2,compute_load,linear_pose_w4,50,300,298,286,0.9796663356801795,1.0,0.01903181761098365,12,0,12,288,198,0.04,0.0,0.0,"{""history_warmup"": 206, ""baseline_queue_replaced"": 91, ""deadline_miss"": 1, ""history_reset_before_ready"": 2}",-65.64821998988819,100.04136664382258,115.64821998988818,130.20929999925988,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4,0,4,0,,
development_validation,V2,compute_load,linear_pose_w4,100,300,296,90,0.5542016483498796,1.0,0.06658384895499081,209,1,208,91,2,0.6966666666666667,0.0033333333333333335,0.0033333333333333335,"{""history_warmup"": 206, ""baseline_queue_replaced"": 91, ""history_reset_before_ready"": 2}",-15.648219989888185,100.04136664382258,115.64821998988818,130.20929999925988,0.0,"[0.06764078947631531, 0.11964786179128517, 0.1369942349866369, 0.10187198362239047, 0.029795230805809203, 0.0246789676077247, 0.041961738741845736, 0.06923616446343493, 0.020192433878899838]","[0.23359550282820518, 0.3284857874467819, 0.27065727314227805, 0.2570183831804926, 0.11612468213392971, 0.13477200270230996, 0.14203390985202421, 0.2677773861138417, 0.16885635022548498]",4,0,4,88,,
development_validation,V2,compute_load,linear_pose_w4,150,300,295,90,0.5567581642412962,1.0,0.08392789493992805,209,1,208,91,0,0.6966666666666667,0.0033333333333333335,0.0033333333333333335,"{""history_warmup"": 206, ""baseline_queue_replaced"": 91, ""history_reset_before_ready"": 2}",34.35178001011182,100.04136664382258,115.64821998988818,130.20929999925988,0.0,"[0.06764078947631531, 0.11964786179128517, 0.1369942349866369, 0.10187198362239047, 0.029795230805809203, 0.0246789676077247, 0.041961738741845736, 0.06923616446343493, 0.020192433878899838]","[0.23359550282820518, 0.3284857874467819, 0.27065727314227805, 0.2570183831804926, 0.11612468213392971, 0.13477200270230996, 0.14203390985202421, 0.2677773861138417, 0.16885635022548498]",4,0,4,88,,
development_validation,V2,compute_load,linear_pose_w8,50,300,298,286,0.9796663356801795,1.0,0.01903181761098365,12,0,12,288,197,0.04,0.0,0.0,"{""history_warmup"": 209, ""baseline_queue_replaced"": 91}",-65.08649332515702,99.63323333245546,115.08649332515702,130.19129999680422,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4,0,4,0,,
development_validation,V2,compute_load,linear_pose_w8,100,300,296,90,0.5542016483498796,1.0,0.06658384895499081,209,0,209,91,0,0.6966666666666667,0.0,0.0,"{""history_warmup"": 209, ""baseline_queue_replaced"": 91}",-15.086493325157017,99.63323333245546,115.08649332515702,130.19129999680422,0.0,"[0.06764078947631531, 0.11964786179128517, 0.1369942349866369, 0.10187198362239047, 0.029795230805809203, 0.0246789676077247, 0.041961738741845736, 0.06923616446343493, 0.020192433878899838]","[0.23359550282820518, 0.3284857874467819, 0.27065727314227805, 0.2570183831804926, 0.11612468213392971, 0.13477200270230996, 0.14203390985202421, 0.2677773861138417, 0.16885635022548498]",4,0,4,88,,
development_validation,V2,compute_load,linear_pose_w8,150,300,295,90,0.5567581642412962,1.0,0.08392789493992805,209,0,209,91,0,0.6966666666666667,0.0,0.0,"{""history_warmup"": 209, ""baseline_queue_replaced"": 91}",34.913506674842985,99.63323333245546,115.08649332515702,130.19129999680422,0.0,"[0.06764078947631531, 0.11964786179128517, 0.1369942349866369, 0.10187198362239047, 0.029795230805809203, 0.0246789676077247, 0.041961738741845736, 0.06923616446343493, 0.020192433878899838]","[0.23359550282820518, 0.3284857874467819, 0.27065727314227805, 0.2570183831804926, 0.11612468213392971, 0.13477200270230996, 0.14203390985202421, 0.2677773861138417, 0.16885635022548498]",4,0,4,88,,
development_validation,V3,algorithm_only,hold_channels,50,300,298,0,0.01496370972096954,0.03485775437647493,0.01496370972096954,300,300,0,0,0,1.0,1.0,1.0,{},50.0,0.0,0.0,0.0,0.0,"[0.019411682808678613, 0.017424425562222498, 0.04016975029297864, 0.037116935517408196, 0.03211713280673584, 0.03092989096390315, 0.01997269032263319, 0.0037174047698594424, 0.004130449744288281]","[0.050965458091449145, 0.04224281358459858, 0.07817814456458239, 0.08849885387480028, 0.08152923611039209, 0.06747061292704304, 0.05846255345515583, 0.009049546030295619, 0.010055051144772842]",6,6,0,0,32.083333333333485,56.40833333333325
development_validation,V3,algorithm_only,hold_channels,100,300,296,0,0.02709508949951166,0.06540289318198282,0.02709508949951166,300,300,0,0,0,1.0,1.0,1.0,{},100.0,0.0,0.0,0.0,0.0,"[0.019411682808678613, 0.017424425562222498, 0.04016975029297864, 0.037116935517408196, 0.03211713280673584, 0.03092989096390315, 0.01997269032263319, 0.0037174047698594424, 0.004130449744288281]","[0.050965458091449145, 0.04224281358459858, 0.07817814456458239, 0.08849885387480028, 0.08152923611039209, 0.06747061292704304, 0.05846255345515583, 0.009049546030295619, 0.010055051144772842]",6,6,0,0,103.91666666666697,125.075
development_validation,V3,algorithm_only,hold_channels,150,300,295,0,0.03843767588551681,0.09272488673180355,0.03843767588551681,300,300,0,0,0,1.0,1.0,1.0,{},150.0,0.0,0.0,0.0,0.0,"[0.019411682808678613, 0.017424425562222498, 0.04016975029297864, 0.037116935517408196, 0.03211713280673584, 0.03092989096390315, 0.01997269032263319, 0.0037174047698594424, 0.004130449744288281]","[0.050965458091449145, 0.04224281358459858, 0.07817814456458239, 0.08849885387480028, 0.08152923611039209, 0.06747061292704304, 0.05846255345515583, 0.009049546030295619, 0.010055051144772842]",5,5,0,1,129.4333333333343,144.00000000000017
development_validation,V3,algorithm_only,hold_pose,50,300,298,0,0.01496370972096954,0.03485775437647493,0.01496370972096954,300,300,0,0,0,1.0,1.0,1.0,{},50.0,0.0,0.0,0.0,0.0,"[0.019411682808678613, 0.017424425562222498, 0.04016975029297864, 0.037116935517408196, 0.03211713280673584, 0.03092989096390315, 0.01997269032263319, 0.0037174047698594424, 0.004130449744288281]","[0.050965458091449145, 0.04224281358459858, 0.07817814456458239, 0.08849885387480028, 0.08152923611039209, 0.06747061292704304, 0.05846255345515583, 0.009049546030295619, 0.010055051144772842]",6,6,0,0,15.933333333333394,33.016666666666424
development_validation,V3,algorithm_only,hold_pose,100,300,296,0,0.02709508949951166,0.06540289318198282,0.02709508949951166,300,300,0,0,0,1.0,1.0,1.0,{},100.0,0.0,0.0,0.0,0.0,"[0.019411682808678613, 0.017424425562222498, 0.04016975029297864, 0.037116935517408196, 0.03211713280673584, 0.03092989096390315, 0.01997269032263319, 0.0037174047698594424, 0.004130449744288281]","[0.050965458091449145, 0.04224281358459858, 0.07817814456458239, 0.08849885387480028, 0.08152923611039209, 0.06747061292704304, 0.05846255345515583, 0.009049546030295619, 0.010055051144772842]",6,6,0,0,80.63333333333291,111.93333333333317
development_validation,V3,algorithm_only,hold_pose,150,300,295,0,0.03843767588551681,0.09272488673180355,0.03843767588551681,300,300,0,0,0,1.0,1.0,1.0,{},150.0,0.0,0.0,0.0,0.0,"[0.019411682808678613, 0.017424425562222498, 0.04016975029297864, 0.037116935517408196, 0.03211713280673584, 0.03092989096390315, 0.01997269032263319, 0.0037174047698594424, 0.004130449744288281]","[0.050965458091449145, 0.04224281358459858, 0.07817814456458239, 0.08849885387480028, 0.08152923611039209, 0.06747061292704304, 0.05846255345515583, 0.009049546030295619, 0.010055051144772842]",5,5,0,1,127.96666666666715,144.00000000000017
development_validation,V3,algorithm_only,linear_pose_w2,50,300,298,0,0.017723637252633765,0.03403453025034565,0.017723637252633765,300,299,1,0,0,1.0,0.9966666666666667,0.9966666666666667,"{""history_warmup"": 1}",50.0,0.0,0.0,0.0,0.0,"[0.030860006283460133, 0.028024435433526652, 0.07141288853100032, 0.07150314480537513, 0.0716612031212282, 0.06708385328809376, 0.06001293856027893, 0.006768428468074189, 0.00752047607563804]","[0.10761947554280693, 0.08133478356236024, 0.22908639961987054, 0.19892639423568959, 0.20956667871078344, 0.23737312903014762, 0.13012490665761245, 0.019520348054966385, 0.02168927561662938]",6,6,0,2,0.0,34.97499999999991
